electrode,muscle,lf_absE,lf_median,lf_min,lf_max,envelope_db,lf_pca,pca_dominance,fibre_model,n_elements
submaxillary,sternocleidomastoid,0.2115614039888658,0.09946804133270598,0.03069182139016411,0.16898106059927673,14.816307388606006,0.07310438217522039,1.724,pca,45844
submental_lat,masseter,0.31903479759045267,0.1504675878949541,0.062226700739396776,0.2713193390424546,12.790079502402552,,,isotropic,32633
submental_lat,temporalis,0.12744581481997197,0.060983986343586816,0.016349957371682357,0.09228381975889438,15.032178752052252,,,isotropic,200000
submental_lat,medial_pterygoid,0.30078793307953045,0.13348278653192225,0.05295512699204826,0.26265292299502147,13.909484489107607,0.1174353529319788,2.536,pca,18993
submental_lat,lateral_pterygoid,0.1829665243330241,0.08434390180879914,0.02446929779649035,0.1443484262373028,15.415810937927276,,,isotropic,16134
submental_lat,orbicularis_oris,0.709300161147069,0.26786537267530247,0.12485351812334876,0.5854858425491712,13.422312271656956,,,isotropic,25336
submental_lat,buccinator,0.8957730829326078,0.3852119707086971,0.10463002324988237,0.8242648847792305,17.928209533181775,,,isotropic,17789
submental_lat,mentalis,1.3201521707854915,0.6191963380716274,0.12126828420265857,1.2367406180339606,20.1706278318575,0.5801299178086767,2.174,pca,3226
submental_lat,depressor_anguli_oris,1.231154112274293,0.5484860474806043,0.2078102978307063,0.9924154819693441,13.5805293198278,,,isotropic,13347
submental_lat,platysma,0.8519652206856391,0.32969108409808845,0.13228865780719906,0.6710448000751403,14.104578104244093,,,isotropic,37401
submental_lat,sternocleidomastoid,0.18098790967632536,0.08184307097963812,0.026975467588770813,0.14159777518335087,14.401748965129425,0.06398551068284888,1.724,pca,45844
submental_mid,masseter,0.3308257174214755,0.14822909203625806,0.05685319333908377,0.2773580864136799,13.765719381723194,,,isotropic,32633
submental_mid,temporalis,0.12295228596433025,0.05963061888923296,0.015410746117723879,0.08687211460491376,15.021134545617798,,,isotropic,200000
submental_mid,medial_pterygoid,0.3028474917184749,0.13335923754605306,0.04896686803559278,0.26335785431877995,14.612878962624851,0.11174981364592503,2.536,pca,18993
submental_mid,lateral_pterygoid,0.18400014721996877,0.08507075151661783,0.023669939423386018,0.14651617497049313,15.833768514840651,,,isotropic,16134
submental_mid,orbicularis_oris,0.7148859305583487,0.26790948899026323,0.11879671175537809,0.5877547387656679,13.887834391763414,,,isotropic,25336
submental_mid,buccinator,0.9051003424614342,0.4000535513328846,0.11292780383840412,0.8244386937613317,17.267149684814576,,,isotropic,17789
submental_mid,mentalis,1.7282880979747597,0.7953469465851835,0.12337087308114605,1.6354804195336718,22.448654215825616,0.4108336146275605,2.174,pca,3226
submental_mid,depressor_anguli_oris,1.4241680919271325,0.5911844133426425,0.24643010707095672,1.1266189752962257,13.201665918326244,,,isotropic,13347
submental_mid,platysma,0.7956981554706415,0.33941016280467706,0.16455981419818022,0.6485217123120601,11.912014647603556,,,isotropic,37401
submental_mid,sternocleidomastoid,0.17870074962410643,0.07896969882520016,0.02598593466662314,0.13902023881608622,14.566793760164046,0.06185911688059812,1.724,pca,45844
