nx,ny,nz,px,py,pz,tilt_deg,residual_rms_mm,n_triangles,area_mm2,nz_threshold,band_depth_mm,max_node_outside_mm,mesh_s_min,face_s_low,face_s_high,mida_axis_r,mida_axis_a,mida_axis_s,mida_axis_angle_deg,mida_voxel_step_mm,fit_vs_mida_angle_deg,mesh,mesh_sha256,extrusion_perp_mm,extrusion_s_difference_mm,extended_mesh
-0.03336018482,-0.03235623327,-0.9989195024,-2.300599922,23.11167234,-115.6004841,2.663720479,0.07264734417,18818,35760.14675,0.99,12,0.2763361531,-122.1671931,-122.0695925,-110.1749831,0.0333532543,0.03240052993,0.998918298,2.665204891,0.4999999984,0.002569814284,data/mida_headneck.msh,6b29f826d906186674902556ca91ebb41d16241a0c6861b54401ad9af1d47eff,70.00102054,69.85014918,data/mida_neckext.msh
